s_name,county,address,geo_loc,gmaps_url,s_type,area
鹿角溪公園,新北市,新北市樹林區中洲街51巷14號,POINT(121.39604 24.97171),https://www.google.com/maps/place/?q=place_id:ChIJBXdBE1ccaDQRm5bS8OqvO8E,戶外,樹林區
山仔腳公園,新北市,新北市樹林區地政街8巷,POINT(121.39373 24.97157),https://www.google.com/maps/place/?q=place_id:ChIJtfbBsVAcaDQRZDoomxaEFCw,戶外,樹林區
互益煤礦二坑輕便車隧道,新北市,新北市鶯歌區建德二巷14號,POINT(121.36274 24.95981),https://www.google.com/maps/place/?q=place_id:ChIJ7VBMqxscaDQRXXsSkvbhZrQ,戶外,鶯歌區
下泰山巖顯應祖師,新北市,新北市泰山區明志路一段254號,POINT(121.43216 25.06065),https://www.google.com/maps/place/?q=place_id:ChIJxfewRDKmQjQRzH-nBVXfdcQ,戶外,泰山區
頂泰山巖,新北市,新北市泰山區應化街32號,POINT(121.42378 25.04373),https://www.google.com/maps/place/?q=place_id:ChIJ2UdKUsenQjQR-Gpak55O1ys,戶外,泰山區
明志書院,新北市,新北市泰山區明志路二段276號,POINT(121.42663 25.04697),https://www.google.com/maps/place/?q=place_id:ChIJMUIcOcanQjQRmq_9Lu6PDgE,戶外,泰山區
大尖山風景區,新北市,新北市汐止區,POINT(121.66498 25.05302),https://www.google.com/maps/place/?q=place_id:ChIJy4uxcHlTXTQR3oDcd-4d-gQ,戶外,汐止區
青山香草教育農園,新北市,新北市深坑區,POINT(121.61497 24.97545),https://www.google.com/maps/place/?q=place_id:ChIJ-aQdKaaqQjQRviucn7RIbB0,戶外,深坑區
吊腳樓,新北市,新北市石碇區石碇東街,POINT(121.66054 24.99094),https://www.google.com/maps/place/?q=place_id:ChIJGxisTxBVXTQRH7NxA-JbBl8,戶外,石碇區
石碇百年石頭屋,新北市,新北市石碇區石碇東街53號,POINT(121.66094 24.99069),https://www.google.com/maps/place/?q=place_id:ChIJnZXXNxBVXTQRPn1xKkXq0uk,戶外,石碇區
茶鄉桂花農園,新北市,新北市石碇區新興坑4號,POINT(121.65362 25.01673),https://www.google.com/maps/place/?q=place_id:ChIJ_8T7l-5UXTQR5Fib1M56b1o,戶外,石碇區
新北市農會文山農場,新北市,新北市新店區湖子內路100號,POINT(121.54104 24.93344),https://www.google.com/maps/place/?q=place_id:ChIJk8VBTmIBaDQRu_3qW9DUM8M,戶外,新店區
新店老街,新北市,新北市新店區新店後街,POINT(121.53719 24.95689),https://www.google.com/maps/place/?q=place_id:ChIJo13-JygCaDQRU6UKBdmTw0c,室內,新店區
九份老街,新北市,新北市瑞芳區基山街,POINT(121.84518 25.10987),https://www.google.com/maps/place/?q=place_id:ChIJcZT7-hdFXTQR0qekplqCFV8,戶外,瑞芳區
李梅樹紀念館,新北市,新北市三峽區中華路43巷10號,POINT(121.37286 24.93056),https://www.google.com/maps/place/?q=place_id:ChIJiZKrSuwbaDQR1LJwHuZtQBk,室內,三峽區
陰陽海,新北市,新北市瑞芳區濓新里,POINT(121.86412 25.12294),https://www.google.com/maps/place/?q=place_id:ChIJL3IS3vtEXTQRPFcF63w9C6M,戶外,瑞芳區
新北市客家文化園區,新北市,新北市三峽區隆恩街239號,POINT(121.35980 24.94170),https://www.google.com/maps/place/?q=place_id:ChIJu-LbU_kbaDQR7-e4oELS2aE,戶外,三峽區
深澳漁港,新北市,新北市瑞芳區深澳路,POINT(121.82072 25.13259),https://www.google.com/maps/place/?q=place_id:ChIJ7Qa7d3lFXTQRp9xDgE89QxU,戶外,瑞芳區
蝙蝠洞公園,新北市,新北市瑞芳區,POINT(121.83212 25.12632),https://www.google.com/maps/place/?q=place_id:ChIJu8OIQnNFXTQRhnavAPrqE9k,戶外,瑞芳區
昇平戲院,新北市,新北市瑞芳區輕便路137號,POINT(121.84338 25.10861),https://www.google.com/maps/place/?q=place_id:ChIJIR7-nRdFXTQRcsrMwN-ne9o,戶外,瑞芳區
土城桐花公園,新北市,新北市土城區承天路90之1號,POINT(121.45191 24.94619),https://www.google.com/maps/place/?q=place_id:ChIJmatXFs0caDQR0AU58Xd-DhI,戶外,土城區
十分老街,新北市,新北市平溪區十分街81號,POINT(121.77668 25.04267),https://www.google.com/maps/place/?q=place_id:ChIJ_____y9RXTQRvnNyOkDE3vY,戶外,平溪區
平溪火車站,新北市,新北市平溪區中華街12號,POINT(121.74018 25.02566),https://www.google.com/maps/place/?q=place_id:ChIJ8Rd6GbVWXTQRCGDUQ5h58BI,戶外,平溪區
靜安吊橋,新北市,新北市平溪區靜安吊橋,POINT(121.77616 25.04125),https://www.google.com/maps/place/?q=place_id:ChIJ5dxv3udQXTQRWAKU4W1y_Qk,戶外,平溪區
菁桐車站,新北市,新北市平溪區菁桐街46之48號,POINT(121.72393 25.02384),https://www.google.com/maps/place/?q=place_id:ChIJg1oH6zNXXTQRouBbxTmT6mE,戶外,平溪區
菁桐老街,新北市,新北市平溪區菁桐街,POINT(121.72351 25.02379),https://www.google.com/maps/place/?q=place_id:ChIJO2-SGalWXTQRTuunlElbje0,戶外,平溪區
菁桐礦業生活館,新北市,新北市平溪區菁桐街113之117號,POINT(121.72429 25.02394),https://www.google.com/maps/place/?q=place_id:ChIJmRQ1f65WXTQRmhW97WNSokw,室內,平溪區
大華壺穴,新北市,新北市平溪區,POINT(121.80371 25.05515),https://www.google.com/maps/place/?q=place_id:ChIJjQOmoYdQXTQRPByDbe7M56o,戶外,平溪區
連舉人古厝,新北市,新北市雙溪區梅竹蹊路13號,POINT(121.86175 25.03557),https://www.google.com/maps/place/?q=place_id:ChIJ9fzD_KtbXTQRkiAwghKUcZ4,戶外,雙溪區
二叭子植物園,新北市,新北市新店區雙城路279號,POINT(121.50173 24.93878),https://www.google.com/maps/place/?q=place_id:ChIJz0gEOKMDaDQRJwVqzLkMQkY,戶外,新店區
三貂南天宮,新北市,新北市雙溪區新基北街64號,POINT(121.86873 25.03994),https://www.google.com/maps/place/?q=place_id:ChIJJX6TFghbXTQRAVKjlEo_rFY,戶外,雙溪區
軟橋段親水公園,新北市,新北市雙溪區,POINT(121.83950 25.03361),https://www.google.com/maps/place/?q=place_id:ChIJKathnERaXTQR2GisR0fIcwQ,戶外,雙溪區
茶花莊,新北市,新北市雙溪區67號平林里3鄰,POINT(121.84641 25.03141),https://www.google.com/maps/place/?q=place_id:ChIJke_no09aXTQR_DqkfKbq10k,戶外,雙溪區
八里左岸漫步廣場,新北市,新北市八里區觀海大道91號,POINT(121.42683 25.16226),https://www.google.com/maps/place/?q=place_id:ChIJW74joWmlQjQRZOQtlfjiLUk,戶外,八里區
新北市永續環境教育中心,新北市,新北市八里區觀海大道36號,POINT(121.43033 25.16063),https://www.google.com/maps/place/?q=place_id:ChIJ1YIBDmmlQjQROpLfwaA6L1M,室內,八里區
卯澳漁港,新北市,新北市貢寮區,POINT(121.99116 25.01222),https://www.google.com/maps/place/?q=place_id:ChIJVUxu94RdXTQR_4jO0MV-8hc,戶外,貢寮區
卯澳吳家樓仔厝,新北市,新北市貢寮區福連里,POINT(121.98930 25.01326),https://www.google.com/maps/place/?q=place_id:ChIJ9RQzpn9dXTQRos8zPmB-Yuc,戶外,貢寮區
馬崗潮間帶,新北市,新北市貢寮區,POINT(122.00033 25.01590),https://www.google.com/maps/place/?q=place_id:ChIJe8v4z4VnXTQRldRAQlXUr14,戶外,貢寮區
坪林生態園區,新北市,新北市坪林區19之1號旁(茶業博物館旁,POINT(121.71275 24.93448),https://www.google.com/maps/place/?q=place_id:ChIJ5ewYpNz_ZzQRydqDHGsJc9A,戶外,坪林區
坪林親水吊橋,新北市,新北市坪林區,POINT(121.70403 24.93492),https://www.google.com/maps/place/?q=place_id:ChIJ0WorvEX_ZzQRFN5TJDRPSgc,戶外,坪林區
坪林老街,新北市,新北市坪林區,POINT(121.71196 24.93642),https://www.google.com/maps/place/?q=place_id:ChIJAQAAAAD_ZzQRGhDUgbK0lgs,戶外,坪林區
虎寮潭,新北市,新北市坪林區,POINT(121.73946 24.94828),https://www.google.com/maps/place/?q=place_id:ChIJlxH5KRlWXTQRONF9K1YdUwk,戶外,坪林區
粗石斛吊橋,新北市,新北市坪林區坪林街103號,POINT(121.74960 24.95268),https://www.google.com/maps/place/?q=place_id:ChIJ-c9CDjtWXTQRk3TVlHikX6Q,戶外,坪林區
中和緬甸街,新北市,新北市中和區華新街,POINT(121.50800 24.98411),https://www.google.com/maps/place/?q=place_id:ChIJA9iie24CaDQR3Mq0vXmz9eU,戶外,中和區
疏洪生態公園,新北市,新北市五股區一號越堤道,POINT(121.45660 25.09816),https://www.google.com/maps/place/?q=place_id:ChIJgeVjHE6vQjQROXIPAGMFf4w,戶外,五股區
碧華布街,新北市,新北市三重區碧華街,POINT(121.48812 25.08283),https://www.google.com/maps/place/?q=place_id:ChIJaZ-tEtGoQjQR0Kaj3_hsNEU,戶外,三重區
三和夜市,新北市,新北市三重區中央北路,POINT(121.50113 25.06357),https://www.google.com/maps/place/?q=place_id:ChIJT_8gBSOpQjQR9_Ck4yKHJXQ,戶外,三重區
新北大都會公園,新北市,新北市三重區水漾路一段,POINT(121.48075 25.05546),https://www.google.com/maps/place/?q=place_id:ChIJBSoVxvqoQjQRZM2dMn6EITg,戶外,三重區
土城義塚大墓公,新北市,新北市土城區忠義路61號,POINT(121.44054 24.96813),https://www.google.com/maps/place/?q=place_id:ChIJuWzdzdUcaDQR_Zg4u65vHYw,戶外,土城區
麟山鼻地質景觀生態步道,新北市,新北市石門區,POINT(121.51189 25.28471),https://www.google.com/maps/place/?q=place_id:ChIJJyJs1W-3QjQRs-5UsGzV0I0,戶外,石門區
三峽拱橋,新北市,新北市三峽區三峽拱橋,POINT(121.37380 24.93449),https://www.google.com/maps/place/?q=place_id:ChIJ8V6IWvIbaDQR8Xie7tZgZ5k,戶外,三峽區
富基漁港,新北市,新北市石門區楓林路15號,POINT(121.53542 25.29260),https://www.google.com/maps/place/?q=place_id:ChIJxc2o5362QjQRzK4EQVa6840,戶外,石門區
石門婚紗廣場,新北市,新北市石門區,POINT(121.53128 25.28763),https://www.google.com/maps/place/?q=place_id:ChIJSXphTIe2QjQRn1AkfqCmmMo,戶外,石門區
跳石海岸,新北市,新北市金山區北部濱海公路,POINT(121.63356 25.25741),https://www.google.com/maps/place/?q=place_id:ChIJHfV_8StLXTQRNYhMcJsU0V8,戶外,金山區
尖山湖紀念碑,新北市,新北市石門區中山路54號,POINT(121.56468 25.24075),https://www.google.com/maps/place/?q=place_id:ChIJnWDQzXW0QjQRbyGGRyEedvQ,戶外,石門區
青山瀑布,新北市,新北市石門區,POINT(121.55676 25.23896),https://www.google.com/maps/place/?q=place_id:ChIJ4RJ4AFC0QjQRSslzOW3zooY,戶外,石門區
滬尾礮臺,新北市,新北市淡水區中正路一段6巷34號,POINT(121.42939 25.17922),https://www.google.com/maps/place/?q=place_id:ChIJU92su06lQjQRXPCBsEmvUZM,戶外,淡水區
後厝漁港釣魚長堤,新北市,新北市三芝區,POINT(121.47282 25.25674),https://www.google.com/maps/place/?q=place_id:ChIJEzjV0D6xQjQRVCBtaUYzoQw,戶外,三芝區
馬偕墓園,新北市,新北市淡水區,POINT(121.43779 25.17704),https://www.google.com/maps/place/?q=place_id:ChIJ8StdFgClQjQRYWQq8Zff75E,戶外,淡水區
臺灣基督長老教會 淡水教會,新北市,新北市淡水區馬偕街8號,POINT(121.43851 25.17193),https://www.google.com/maps/place/?q=place_id:ChIJt90XblqlQjQReDo12N2gEXo,戶外,淡水區
滬尾偕醫館,新北市,新北市淡水區馬偕街6號,POINT(121.43860 25.17184),https://www.google.com/maps/place/?q=place_id:ChIJ84bsbFqlQjQRikTSfdKxrWQ,室內,淡水區
淡水文化園區 - 殼牌倉庫,新北市,新北市淡水區鼻頭街22號,POINT(121.44699 25.16587),https://www.google.com/maps/place/?q=place_id:ChIJFaFFDfavQjQR-nrwJN9M-ds,室內,淡水區
淡水海關碼頭,新北市,新北市淡水區中正路259號,POINT(121.43175 25.17448),https://www.google.com/maps/place/?q=place_id:ChIJWTnZhk-lQjQR-2RY41FDX2I,戶外,淡水區
淡水氣候觀測所,新北市,新北市淡水區中正東路42巷6號,POINT(121.44931 25.16460),https://www.google.com/maps/place/?q=place_id:ChIJnR9pJvSvQjQRkK4siTPEyHE,戶外,淡水區
多田榮吉故居,新北市,新北市淡水區馬偕街19號,POINT(121.43740 25.17323),https://www.google.com/maps/place/?q=place_id:ChIJad1hblqlQjQRatbkM9LlV80,戶外,淡水區
公司田溪程氏古厝,新北市,新北市淡水區新民街一段138巷7號地址重編中導航請勿依循,POINT(121.42822 25.18939),https://www.google.com/maps/place/?q=place_id:ChIJAxIYdLS6QjQRYirC7snfVR0,戶外,淡水區
淡江大學海事博物館,新北市,新北市淡水區英專路151號海事博物館,POINT(121.45042 25.17619),https://www.google.com/maps/place/?q=place_id:ChIJe2OBu_6vQjQRWDTrdGtgD5E,室內,淡水區
淡水紅樓中餐廳,新北市,新北市淡水區三民街2巷6號,POINT(121.43943 25.17127),https://www.google.com/maps/place/?q=place_id:ChIJ0aIdGFqlQjQRKMswTtT-i_8,室內,淡水區
新北市忠烈祠,新北市,新北市淡水區中正路一段6巷31號,POINT(121.42845 25.17827),https://www.google.com/maps/place/?q=place_id:ChIJtfCGM0mlQjQRcGZhuFgpM6U,戶外,淡水區
三協成糕餅博物館,新北市,新北市淡水區環河道路,POINT(121.44049 25.16942),https://www.google.com/maps/place/?q=place_id:ChIJmyYbBTmlQjQRWalZC9_MjPM,室內,淡水區
北新有機休閒農場,新北市,新北市淡水區13號,POINT(121.47157 25.19177),https://www.google.com/maps/place/?q=place_id:ChIJR1JtMTmwQjQRdM9Uy05V50I,戶外,淡水區
紅樹林生態教育館,新北市,新北市淡水區中正東路二段68號紅樹林捷運站2號出口2樓,POINT(121.45873 25.15432),https://www.google.com/maps/place/?q=place_id:ChIJhSX69ZKvQjQRoKAmwCRPxnU,室內,淡水區
木屐寮農莊,新北市,新北市三芝區圓山村4鄰38號,POINT(121.52925 25.22606),https://www.google.com/maps/place/?q=place_id:ChIJkzaOQjGwQjQRC-VVUN9tbAY,戶外,三芝區
源興居,新北市,新北市三芝區164之2號,POINT(121.50932 25.24922),https://www.google.com/maps/place/?q=place_id:ChIJ0Vttc0qxQjQRYLg-PdS5r4Y,戶外,三芝區
谷垚陶坊生活藝術館,新北市,新北市三芝區蘭陽街40號,POINT(121.47523 25.24317),https://www.google.com/maps/place/?q=place_id:ChIJ1e178cOwQjQRDpisA8nIsY4,室內,三芝區
水資源生態教育館,新北市,新北市新店區新烏路三段43號,POINT(121.56345 24.90447),https://www.google.com/maps/place/?q=place_id:ChIJRxlleEwBaDQRXMvoV6n2vgw,室內,新店區
泰山區娃娃產業文化館,新北市,新北市泰山區楓江路26巷26號4樓,POINT(121.43473 25.06174),https://www.google.com/maps/place/?q=place_id:ChIJ1ezu_S2mQjQRW0GHV3ldgiE,室內,泰山區
簡單生活藍染工作室,新北市,新北市三峽區插角里90號,POINT(121.40692 24.87051),https://www.google.com/maps/place/?q=place_id:ChIJ_____4saaDQR3h6R6NCXnMI,戶外,三峽區
山尖路觀光步道,新北市,新北市瑞芳區山尖路174號,POINT(121.84803 25.11208),https://www.google.com/maps/place/?q=place_id:ChIJM6aInRlFXTQRW3bIA4ZWoOU,戶外,瑞芳區
鳶山登山步道,新北市,新北市三峽區,POINT(121.35418 24.93013),https://www.google.com/maps/place/?q=place_id:ChIJMea62uMbaDQRnGwm8ldoEw8,戶外,三峽區
雲森瀑布,新北市,新北市三峽區中坑產業道路237號,POINT(121.46602 24.83434),https://www.google.com/maps/place/?q=place_id:ChIJZ-vN_fQPaDQRLo8uJsdFF-w,戶外,三峽區
大同山登山步道,新北市,新北市樹林區大同山,POINT(121.41755 24.99237),https://www.google.com/maps/place/?q=place_id:ChIJqUE6IhEdaDQRsCy8vUKMroY,戶外,樹林區
八里左岸自行車道,新北市,新北市八里區,POINT(121.44292 25.15114),https://www.google.com/maps/place/?q=place_id:ChIJ_3VUnGilQjQR7qp73ndM8Cg,戶外,八里區
金色水岸自行車道,新北市,新北市淡水區,POINT(121.46120 25.12515),https://www.google.com/maps/place/?q=place_id:ChIJc1dD3nGvQjQR87RyJSb9nwo,戶外,淡水區
瑞芳風景特定區,新北市,新北市瑞芳區汽車路89號,POINT(121.84351 25.10969),https://www.google.com/maps/place/?q=place_id:ChIJgxZXKhhFXTQRJQez0BLwN_E,戶外,瑞芳區
烏來風景區,新北市,新北市烏來區,POINT(121.55193 24.86497),https://www.google.com/maps/place/?q=place_id:ChIJ9SNMd5MHaDQRg4Mhv20jXMk,戶外,烏來區
黃金瀑布,新北市,新北市瑞芳區金水公路,POINT(121.86149 25.11713),https://www.google.com/maps/place/?q=place_id:ChIJV6Smh_xEXTQR8GdS0X6lqds,戶外,瑞芳區
新北市政府大樓觀景瞭望台,新北市,新北市板橋區中山路一段161號32樓,POINT(121.46554 25.01228),https://www.google.com/maps/place/?q=place_id:ChIJVXKX1R6oQjQRwmlOV_Z2IEw,戶外,板橋區
牧師樓,新北市,新北市淡水區真理街32號,POINT(121.43444 25.17512),https://www.google.com/maps/place/?q=place_id:ChIJW0zwJVClQjQRF_xt8j8kApk,戶外,淡水區
芝柏藝術村,新北市,新北市三芝區芝柏路,POINT(121.51231 25.25516),https://www.google.com/maps/place/?q=place_id:ChIJk9sMKsq2QjQR3Cyxo4E78g8,戶外,三芝區
八連溪休閒步道,新北市,新北市三芝區,POINT(121.49342 25.26004),https://www.google.com/maps/place/?q=place_id:ChIJFUwaedO2QjQROg_KSV6kAVw,戶外,三芝區
烏來老街,新北市,新北市烏來區烏來街12號,POINT(121.55143 24.86371),https://www.google.com/maps/place/?q=place_id:ChIJcYyEEWQGaDQRelCnuK4S6yo,戶外,烏來區
鶯歌老街,新北市,新北市鶯歌區育英街67號3樓,POINT(121.34734 24.95218),https://www.google.com/maps/place/?q=place_id:ChIJq-L8UcYfaDQRiNtmfd7vpLU,戶外,鶯歌區
Jing Tong Railway Story House,新北市,新北市平溪區菁桐街54號,POINT(121.72368 25.02382),https://www.google.com/maps/place/?q=place_id:ChIJocbUMKlWXTQRvt9jr0RzvkU,室內,平溪區
酋長文創園區,新北市,新北市烏來區瀑布路34號,POINT(121.55120 24.84840),https://www.google.com/maps/place/?q=place_id:ChIJwzYudm8GaDQRjimVCYwWgas,戶外,烏來區
新北市立圖書館新店文史館,新北市,新北市新店區北新路一段92號,POINT(121.54293 24.96820),https://www.google.com/maps/place/?q=place_id:ChIJAxH9pPQBaDQRse0d33LRfh0,室內,新店區
富士坪古道,新北市,新北市萬里區,POINT(121.61970 25.15590),https://www.google.com/maps/place/?q=place_id:ChIJ74FnC5OyQjQRj9Hhqrokhn8,戶外,萬里區
慈母峰,新北市,新北市平溪區石底里靜安路二段,POINT(121.73820 25.01908),https://www.google.com/maps/place/?q=place_id:ChIJM6BfELdWXTQR7b76psra5DA,戶外,平溪區
楊三郎美術館,新北市,新北市永和區博愛街7號,POINT(121.51671 25.01591),https://www.google.com/maps/place/?q=place_id:ChIJ76041uqpQjQRxbx65gaXoZE,室內,永和區
金瓜寮茶香生態村,新北市,新北市坪林區,POINT(121.68116 24.91844),https://www.google.com/maps/place/?q=place_id:ChIJSyIYkwP_ZzQRWJzLy2zdcGc,戶外,坪林區
前清英國領事官邸,新北市,新北市淡水區中正路28巷1號,POINT(121.43351 25.17527),https://www.google.com/maps/place/?q=place_id:ChIJ9-1K3U-lQjQR3Np_WV6Ieyo,室內,淡水區
猴硐煤礦博物園區,新北市,新北市瑞芳區柴寮路42號,POINT(121.82781 25.08665),https://www.google.com/maps/place/?q=place_id:ChIJSUoFCrRaXTQRreL2l2O3cF0,室內,瑞芳區
瑞三鑛業整煤廠,新北市,新北市瑞芳區柴寮路36之2號,POINT(121.82754 25.08665),https://www.google.com/maps/place/?q=place_id:ChIJKY4B-rNaXTQRkF2Qy0hotDc,室內,瑞芳區
手信坊創意和菓子文化館,新北市,新北市土城區國際路55號,POINT(121.46678 24.97800),https://www.google.com/maps/place/?q=place_id:ChIJ1TXpWMICaDQRwDyaYsuHArs,室內,土城區
許新旺陶瓷紀念博物館 ,新北市,新北市鶯歌區尖山埔路81號,POINT(121.34772 24.95093),https://www.google.com/maps/place/?q=place_id:ChIJ01fuoqweaDQRuB4-gTc5TmY,室內,鶯歌區
烏來吊橋,新北市,新北市烏來區溫泉街35號號,POINT(121.55065 24.86687),https://www.google.com/maps/place/?q=place_id:ChIJ76U4pJoGaDQRvC6o2cBSWW8,戶外,烏來區
烏來遊客中心,新北市,新北市烏來區烏來街45之1號,POINT(121.55199 24.86494),https://www.google.com/maps/place/?q=place_id:ChIJsbd-MokGaDQRz7ifrtPssNg,室內,烏來區
獅頭山登山步道,新北市,新北市新店區,POINT(121.54843 24.95611),https://www.google.com/maps/place/?q=place_id:ChIJsxARD5IBaDQRF_TnHN57_FM,戶外,新店區
石碇淡蘭藝文館,新北市,新北市石碇區石碇東街87號,POINT(121.65975 24.99093),https://www.google.com/maps/place/?q=place_id:ChIJS-HjVRBVXTQRwIrci8wE5qE,室內,石碇區
一滴水紀念館,新北市,新北市淡水區中正路一段6巷30號,POINT(121.43080 25.17821),https://www.google.com/maps/place/?q=place_id:ChIJ0Q4H1k6lQjQRdh3rqeF4S2M,室內,淡水區
琉傳天下琉星花園 ,新北市,新北市淡水區忠寮里口湖子1之7號,POINT(121.47666 25.18953),https://www.google.com/maps/place/?q=place_id:ChIJ46H4jzmwQjQRekjhYSedtK4,戶外,淡水區
空軍三重一村,新北市,新北市三重區正義南路86巷9號,POINT(121.49942 25.05774),https://www.google.com/maps/place/?q=place_id:ChIJkQUufBmpQjQRuLW13k70CXg,戶外,三重區
遠雄藝術大道,新北市,新北市三峽區學勤路,POINT(121.37538 24.94632),https://www.google.com/maps/place/?q=place_id:ChIJMTOYRAocaDQRFvCg72ZbZSI,戶外,三峽區
新山夢湖,新北市,新北市汐止區夢湖路,POINT(121.63604 25.12789),https://www.google.com/maps/place/?q=place_id:ChIJnyEY9K9SXTQRuyhGGUom8Cs,戶外,汐止區
遠望坑親水公園,新北市,新北市貢寮區,POINT(121.92998 25.00254),https://www.google.com/maps/place/?q=place_id:ChIJC1L11j5cXTQRO--Sx9RBAyw,戶外,貢寮區
烏來觀光台車,新北市,新北市烏來區溫泉街86巷2號,POINT(121.55118 24.86094),https://www.google.com/maps/place/?q=place_id:ChIJh9NgHokGaDQRl7FSyZ87Njw,戶外,烏來區
新店溪自行車道,新北市,新北市新店區,POINT(121.53676 24.95924),https://www.google.com/maps/place/?q=place_id:ChIJUU7Z-ScCaDQRcLvMt9kDs4o,室內,新店區
福隆舊草嶺隧道,新北市,新北市貢寮區福隆里,POINT(121.95835 25.00395),https://www.google.com/maps/place/?q=place_id:ChIJmUjPHA1dXTQRB-tXTydBtUo,戶外,貢寮區
林益和堂,新北市,新北市雙溪區長安街3號,POINT(121.86466 25.03470),https://www.google.com/maps/place/?q=place_id:ChIJlZ_u1K5bXTQRAer827fHNZc,室內,雙溪區
雙溪老街,新北市,新北市雙溪區泰昌街,POINT(121.86453 25.03450),https://www.google.com/maps/place/?q=place_id:ChIJXwhC1K5bXTQRL2frAM-yv0g,戶外,雙溪區
三貂親水公園,新北市,新北市雙溪區,POINT(121.85378 25.07792),https://www.google.com/maps/place/?q=place_id:ChIJWyLjW9ZaXTQRSExl_Ua7bqI,戶外,雙溪區
國定古蹟 蘆洲李宅,新北市,新北市蘆洲區中正路243巷19號,POINT(121.46665 25.08537),https://www.google.com/maps/place/?q=place_id:ChIJ-ehkabaoQjQRvrp1-du0k-4,戶外,蘆洲區
汐止老街,新北市,新北市汐止區中正路,POINT(121.66238 25.07029),https://www.google.com/maps/place/?q=place_id:ChIJj-2jjw1TXTQRV_abERZ57W8,戶外,汐止區
國際終戰和平紀念園區,新北市,新北市瑞芳區祈堂路,POINT(121.85833 25.11092),https://www.google.com/maps/place/?q=place_id:ChIJDQ09KeJEXTQRR4heEymOfOE,戶外,瑞芳區
蔡家洋樓,新北市,新北市平溪區,POINT(121.74880 25.03090),https://www.google.com/maps/place/?q=place_id:ChIJET4TWDFRXTQRpOLGEAyTh4E,戶外,平溪區
菁桐煤礦紀念公園(石底大斜坑),新北市,新北市平溪區菁桐街50號,POINT(121.72446 25.02482),https://www.google.com/maps/place/?q=place_id:ChIJOekGya5WXTQRowMVeRoSs9o,戶外,平溪區
烏來林業生活館,新北市,新北市烏來區瀑布路1之2號,POINT(121.55172 24.84852),https://www.google.com/maps/place/?q=place_id:ChIJbx-VfW8GaDQRqctvzgEHGoE,室內,烏來區
蘆堤寵物公園,新北市,新北市五股區環提大道,POINT(121.45468 25.08699),https://www.google.com/maps/place/?q=place_id:ChIJueKa2a2oQjQRKpwngRCo1bw,戶外,五股區
玉美人孕婦裝觀光工廠,新北市,新北市板橋區四川路二段16巷10號5樓,POINT(121.45602 24.99729),https://www.google.com/maps/place/?q=place_id:ChIJ08ZubbACaDQRO6F7qUbTHn4,室內,板橋區
彭園,新北市,新北市瑞芳區豎崎路41號,POINT(121.84301 25.10909),https://www.google.com/maps/place/?q=place_id:ChIJP3692xdFXTQRzHfEMhYFRvI,戶外,瑞芳區
金瓜石地質公園,新北市,新北市瑞芳區102縣道18公里處,POINT(121.85455 25.10094),https://www.google.com/maps/place/?q=place_id:ChIJm12FZd9EXTQRrpCgEFFbXHo,戶外,瑞芳區
九份遊客中心,新北市,新北市瑞芳區汽車路89號,POINT(121.84347 25.10978),https://www.google.com/maps/place/?q=place_id:ChIJeTKowRdFXTQRMiUp1e7KfnA,室內,瑞芳區
歐里人文空間 豆腐冰淇淋原創,新北市,新北市深坑區深坑街48號,POINT(121.61488 25.00181),https://www.google.com/maps/place/?q=place_id:ChIJsVAoDsWqQjQR1PgfjvtDPt0,室內,深坑區
大羅蘭溪,新北市,新北市烏來區,POINT(121.49922 24.77489),https://www.google.com/maps/place/?q=place_id:ChIJ-ZJTtEIOaDQRvSBqupiyqWs,戶外,烏來區
陳逢顯毫芒雕刻館 臺灣工藝之家,新北市,新北市新店區安康路一段207巷17號,POINT(121.52502 24.96113),https://www.google.com/maps/place/?q=place_id:ChIJX2tLBjACaDQRLACbP9fz84o,室內,新店區
陽光運動公園,新北市,新北市新店區安業街,POINT(121.52032 24.97696),https://www.google.com/maps/place/?q=place_id:ChIJ3-g-OBQCaDQRoSoNI0X49zk,戶外,新店區
甘樂文創 合習聚落,新北市,新北市三峽區民權街84巷12之1號,POINT(121.36901 24.93380),https://www.google.com/maps/place/?q=place_id:ChIJ6cE7Ke4baDQRblZ4478g19A,戶外,三峽區
府中15,新北市,新北市板橋區府中路15號,POINT(121.45958 25.00948),https://www.google.com/maps/place/?q=place_id:ChIJHfTcdh2oQjQRRv4txMzte-k,室內,板橋區
猴硐貓橋,新北市,新北市瑞芳區柴寮路70號,POINT(121.82735 25.08687),https://www.google.com/maps/place/?q=place_id:ChIJUaB715RbXTQR0wTHJsQTPi4,戶外,瑞芳區
烏來瀑布遊客中心,新北市,新北市烏來區瀑布路34號,POINT(121.55126 24.84845),https://www.google.com/maps/place/?q=place_id:ChIJl3msfW8GaDQRyscHAQ5IRU0,室內,烏來區
靈鷲山無生道場,新北市,新北市貢寮區香蘭街7之1號,POINT(121.97320 25.01786),https://www.google.com/maps/place/?q=place_id:ChIJdwStXnRdXTQRf6toVyVZDcQ,戶外,貢寮區
吳福洋襪子故事館,新北市,新北市林口區工九路3號,POINT(121.40137 25.07586),https://www.google.com/maps/place/?q=place_id:ChIJwQK_IlimQjQRQLcK67NrdI8,室內,林口區
